LOCATIONID,STATISTICSGROUPCODE,DEPARTMENTCODE,AXBATCHCODE,ZONE,TERRITORY,REGION,DISTRICT,STORE,BUSINESSLINE,BU,BUNAME,BUDTL,COMPANY,COMPANYNAME,STORETYPE,CHAIN,DATAAREAID,,
7012,701201,3098,NULL,304,316,323,3098,3499,Outlet,AP PFS,APAC FACTORY OUTLET,PFSKOR,AP PFS,APAC FACTORY OUTLET,DC-PP,KOR,7107,,
7021,702101,7021,NULL,753,775,755,755,7021,NA,HKG FP,GCSEA FULL PRICE,RLSHMT,AP FP,APAC FULL PRICE,FSS,MO,7101,,
7022,702201,7022,NULL,760,761,749,749,7022,NA,AP PFS,APAC FACTORY OUTLET,PFSHMT,AP PFS,APAC FACTORY OUTLET,FSS,TW,7104,,
7024,702401,7024,NULL,761,762,786,129,7024,NA,AP PFS,APAC FACTORY OUTLET,PFSCHN,AP PFS,APAC FACTORY OUTLET,FSS,CN,7105,,
7025,702501,7025,NULL,760,760,156,130,7025,NA,AP PFS,APAC FACTORY OUTLET,PFSHMT,AP PFS,APAC FACTORY OUTLET,FSS,HK,7100,,
39100,3910001,3196,NULL,306,323,325,3196,39100,E-Commerce,KR RLE,KOREA E-COMMERCE,RLEKOR,KR RLE,KOREA E-COMMERCE,ECOM,KOR,7107,,
39101,3910101,3098,NULL,304,316,323,3098,39101,Outlet,AP PFS,APAC FACTORY OUTLET,PFSKOR,AP PFS,APAC FACTORY OUTLET,DC-PP,KOR,7107,,
39110,3911001,3202,NULL,306,323,325,3202,39110,E-Commerce,KR RLE,KOREA E-COMMERCE,RLEKOR,KR RLE,KOREA E-COMMERCE,ECOM,KOR,7107,,
39200,3920001,3200,NULL,306,323,325,3200,39200,E-Commerce,KR RLE,KOREA E-COMMERCE,RLEKOR,KR RLE,KOREA E-COMMERCE,ECOM,KOR,7107,,
39299,3929901,3130,NULL,303,306,307,3130,39299,DC,KOR FP,KOREA FULL PRICE,RLKRDC,AP FP,APAC FULL PRICE,DC-PP,KOR,7107,,
3492,349201,3081,NULL,301,304,304,3081,3492,HQ,KOR FP,KOREA FULL PRICE,RLCKOR,AP FP,APAC FULL PRICE,DC-PP,KOR,7107,,
3493,349301,3081,NULL,301,304,304,3081,3493,HQ,KOR FP,KOREA FULL PRICE,RLCKOR,AP FP,APAC FULL PRICE,DC-PP,KOR,7107,,
7043,704301,7043,NULL,753,770,750,151,7043,NA,HKG FP,GCSEA FULL PRICE,RLSHMT,AP FP,APAC FULL PRICE,FSS,HK,7100,,
30259,3025901,3049,NULL,301,307,308,3049,30259,SIS,KOR FP,KOREA FULL PRICE,RLCKOR,AP FP,APAC FULL PRICE,POP-UP,KOR,7107,,
30285,3028501,3057,NULL,301,304,304,3057,30285,SIS,KOR FP,KOREA FULL PRICE,RLCKOR,AP FP,APAC FULL PRICE,SIS,KOR,7107,,
50200,1001001,10010,NULL,503,505,505,5039,50200,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,SIS,JPN,8000,,
52068,3012103,30121,NULL,503,502,518,5012,52068,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,SIS,JPN,8000,,
52069,3012303,30123,NULL,503,502,518,5013,52069,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,SIS,JPN,8000,,
52071,3041005,30410,NULL,503,502,518,5015,52071,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,SIS,JPN,8000,,
52072,3041006,30410,NULL,503,502,518,5015,52072,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,SIS,JPN,8000,,
55075,2021706,20217,NULL,503,503,503,5022,55075,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,SIS,JPN,8000,,
55077,2022605,20226,NULL,503,505,505,5074,55077,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,SIS,JPN,8000,,
10263,NA,NA,NULL,767,765,703,211,10263,NA,AP RLW,APAC WHOLESALE,RLWSEA,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,APWH,7077,,
10264,NA,NA,NULL,767,765,703,211,10264,NA,AP RLW,APAC WHOLESALE,RLWSEA,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,APWH,7077,,
10265,NA,NA,NULL,766,766,721,740,10265,NA,AP RLW,APAC WHOLESALE,RLWCHN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,APWH,7077,,
10266,NA,NA,NULL,766,766,721,740,10266,NA,AP RLW,APAC WHOLESALE,RLWCHN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,CN,7105,,
10267,NA,NA,NULL,766,766,721,740,10267,NA,AP RLW,APAC WHOLESALE,RLWCHN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,CN,7105,,
10268,NA,NA,NULL,766,766,721,740,10268,NA,AP RLW,APAC WHOLESALE,RLWCHN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,CN,7105,,
30233,3023301,3135,NULL,301,307,308,3135,30233,SIS,KOR FP,KOREA FULL PRICE,RLCKOR,AP FP,APAC FULL PRICE,POP-UP,KOR,7107,,
30235,3023501,3062,NULL,301,307,308,3062,30235,SIS,KOR FP,KOREA FULL PRICE,RLCKOR,AP FP,APAC FULL PRICE,POP-UP,KOR,7107,,
55626,2031806,20318,NULL,504,513,513,5257,55626,CK,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55627,2031905,20319,NULL,504,513,513,5731,55627,CK,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55628,6081008,60810,NULL,504,516,516,5253,55628,CK,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55629,2021411,20214,NULL,504,513,513,5203,55629,CK,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55630,2057707,20577,NULL,504,510,510,5153,55630,CK,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55631,2021711,20217,NULL,504,511,511,5163,55631,CK,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
52026,1201003,12010,NULL,503,505,505,5061,52026,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,SIS,JPN,8000,,
52028,1281004,12810,NULL,503,505,505,5063,52028,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,SIS,JPN,8000,,
52029,1281603,12816,NULL,503,508,508,5138,52029,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,SIS,JPN,8000,,
52030,1281803,12818,NULL,503,509,509,5142,52030,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,SIS,JPN,8000,,
52033,1325104,13251,NULL,503,505,505,5066,52033,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,SIS,JPN,8000,,
52034,1332003,13320,NULL,503,505,505,5067,52034,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,SIS,JPN,8000,,
52035,1458004,14510,NULL,503,505,505,5068,52035,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,SIS,JPN,8000,,
52036,1800804,18008,NULL,503,505,505,5069,52036,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,SIS,JPN,8000,,
52037,2001003,20010,NULL,503,506,506,5097,52037,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,SIS,JPN,8000,,
52038,2004003,20040,NULL,503,506,506,5098,52038,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,SIS,JPN,8000,,
52039,2011003,20110,NULL,503,506,506,5101,52039,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,SIS,JPN,8000,,
99947,NA,NA,NULL,768,764,7402,7402,99867,NA,AP RLW,APAC WHOLESALE,RLWCEC,AP RLW,APAC WHOLESALE,WHSL-INTER (APAC),APWH,7077,,
99947,NA,NA,NULL,783,731,188,7052,99873,NA,AP RLW,APAC WHOLESALE,RLWANZ,AP RLW,APAC WHOLESALE,WHSL-INTER (APAC),AU,7111,,
99947,NA,NA,NULL,768,764,7402,7402,99869,NA,AP RLW,APAC WHOLESALE,RLWHMT,AP RLW,APAC WHOLESALE,WHSL-INTER (APAC),HK,7100,,
7118,711801,7118,NULL,756,771,751,751,7118,NA,HKG FP,GCSEA FULL PRICE,RLSSEA,AP FP,APAC FULL PRICE,FSS,MY,7102,,
30287,3028701,3064,NULL,301,309,310,3064,30287,SIS,KOR FP,KOREA FULL PRICE,RLCKOR,AP FP,APAC FULL PRICE,SIS,KOR,7107,,
30288,3028801,3300,NULL,301,304,304,3138,30288,SIS,KOR FP,KOREA FULL PRICE,RLCKOR,AP FP,APAC FULL PRICE,SIS,KOR,7107,,
30289,3028901,3072,NULL,301,307,308,3072,30289,SIS,KOR FP,KOREA FULL PRICE,RLCKOR,AP FP,APAC FULL PRICE,SIS,KOR,7107,,
HA99 (100),NA,NA,100,720,720,720,798,99879,NA,HKG FP,GCSEA FULL PRICE,RLHKDC,AP FP,APAC FULL PRICE,DC-OTHER,APAC,7088,,
HA99 (200),NA,NA,200,720,720,720,798,99878,NA,HKG FP,GCSEA FULL PRICE,RLHKDC,AP FP,APAC FULL PRICE,DC-OTHER,APAC,7088,,
HMT01 (100),NA,NA,100,720,720,720,798,99998,NA,HKG FP,GCSEA FULL PRICE,RLHKDC,AP FP,APAC FULL PRICE,Write Off +,APAC,7088,,
HMT01 (200),NA,NA,200,720,720,720,798,99947,NA,HKG FP,GCSEA FULL PRICE,RLHKDC,AP FP,APAC FULL PRICE,Write Off +,APAC,7088,,
30401,3040101,3181,NULL,305,315,316,3181,30401,Wholesale,AP RLW,APAC WHOLESALE,RLWKOR,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,KOR,7107,,
39050,3905001,3143,NULL,306,323,325,3143,39050,E-Commerce,KR RLE,KOREA E-COMMERCE,RLEKOR,KR RLE,KOREA E-COMMERCE,ECOM,KOR,7107,,
52046,2022506,20225,NULL,503,505,505,5073,52046,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,SIS,JPN,8000,,
55144,2069504,20695,NULL,503,507,507,5271,55144,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,SIS,JPN,8000,,
55285,2001006,20010,NULL,503,506,506,5097,55285,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,SIS,JPN,8000,,
55286,S022601,S0226,NULL,504,515,515,5521,55286,KA,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55287,S022701,S0227,NULL,504,515,515,5522,55287,KA,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55288,S007602,S0076,NULL,504,515,515,5488,55288,KA,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55371,S004105,S0041,NULL,504,513,513,5482,55371,KA,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
7455,745501,7455,NULL,750,752,774,179,7455,NA,HKG FP,GCSEA FULL PRICE,RLCHMT,AP FP,APAC FULL PRICE,POP-UP,TW,7104,,
30106,3010601,3043,NULL,301,313,314,3043,30106,SIS,KOR FP,KOREA FULL PRICE,RLCKOR,AP FP,APAC FULL PRICE,POP-UP,KOR,7107,,
55611,2040409,20404,NULL,503,506,506,5110,55611,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,SIS,JPN,8000,,
55612,2040307,20403,NULL,503,506,506,5109,55612,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,SIS,JPN,8000,,
55613,7041005,70410,NULL,503,503,503,5023,55613,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,SIS,JPN,8000,,
55614,1021011,10210,NULL,503,505,505,5269,55614,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,SIS,JPN,8000,,
55615,1051006,10510,NULL,503,502,518,5004,55615,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,SIS,JPN,8000,,
55616,1800808,18008,NULL,503,505,505,5069,55616,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,SIS,JPN,8000,,
55617,8151006,81510,NULL,503,507,507,5129,55617,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,SIS,JPN,8000,,
55618,2193009,21930,NULL,504,514,514,5232,55618,CK,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55619,3001009,12881,NULL,504,510,510,5152,55619,CK,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55620,1001709,10017,NULL,504,510,510,5147,55620,CK,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55621,5051010,50510,NULL,504,512,512,5174,55621,CK,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55622,1001808,10018,NULL,504,510,510,5148,55622,CK,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
30154,3015401,3063,NULL,301,304,304,3063,30154,SIS,KOR FP,KOREA FULL PRICE,RLCKOR,AP FP,APAC FULL PRICE,SIS,KOR,7107,,
52004,1001504,10015,NULL,503,505,505,5042,52004,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,SIS,JPN,8000,,
30473,3047301,3013,NULL,301,304,304,3013,30473,SIS,KOR FP,KOREA FULL PRICE,RLCKOR,AP FP,APAC FULL PRICE,SIS,KOR,7107,,
30246,3024601,3001,NULL,301,301,301,3001,30246,SIS,KOR FP,KOREA FULL PRICE,RLCKOR,AP FP,APAC FULL PRICE,POP-UP,KOR,7107,,
30247,3024701,3131,NULL,301,301,301,3131,30247,SIS,KOR FP,KOREA FULL PRICE,RLCKOR,AP FP,APAC FULL PRICE,SIS,KOR,7107,,
30248,3024801,3028,NULL,301,311,312,3028,30248,SIS,KOR FP,KOREA FULL PRICE,RLCKOR,AP FP,APAC FULL PRICE,POP-UP,KOR,7107,,
30250,3025001,3006,NULL,301,309,310,3006,30250,SIS,KOR FP,KOREA FULL PRICE,RLCKOR,AP FP,APAC FULL PRICE,SIS,KOR,7107,,
30251,3025101,3017,NULL,301,301,301,3017,30251,SIS,KOR FP,KOREA FULL PRICE,RLCKOR,AP FP,APAC FULL PRICE,SIS,KOR,7107,,
30252,3025201,3102,NULL,301,304,304,3102,30252,SIS,KOR FP,KOREA FULL PRICE,RLCKOR,AP FP,APAC FULL PRICE,SIS,KOR,7107,,
30253,3025301,3124,NULL,301,304,304,3124,30253,SIS,KOR FP,KOREA FULL PRICE,RLCKOR,AP FP,APAC FULL PRICE,SIS,KOR,7107,,
HA23 (100),NA,NA,100,720,720,720,798,99882,NA,HKG FP,GCSEA FULL PRICE,RLHKDC,AP FP,APAC FULL PRICE,DC-WH,APAC,7088,,
HA23 (200),NA,NA,200,720,720,720,798,99883,NA,HKG FP,GCSEA FULL PRICE,RLHKDC,AP FP,APAC FULL PRICE,DC-WH,APAC,7088,,
HA24 (100),NA,NA,100,720,720,720,798,99884,NA,HKG FP,GCSEA FULL PRICE,RLHKDC,AP FP,APAC FULL PRICE,DC-WH,APAC,7088,,
7121,712101,7121,NULL,754,774,754,758,7121,NA,HKG FP,GCSEA FULL PRICE,RLSCHN,AP FP,APAC FULL PRICE,POP-UP,CN,7105,,
7122,712201,7122,NULL,754,774,754,754,7122,NA,HKG FP,GCSEA FULL PRICE,RLSCHN,AP FP,APAC FULL PRICE,POP-UP,CN,7105,,
7124,712401,7124,NULL,754,774,754,7459,7124,NA,HKG FP,GCSEA FULL PRICE,RLSCHN,AP FP,APAC FULL PRICE,FSS,CN,7105,,
55493,1281015,12810,NULL,504,513,513,5197,55493,CK,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55494,2064001,20640,NULL,503,506,506,5662,55494,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,SIS,JPN,8000,,
55495,2064002,20640,NULL,504,514,514,5663,55495,CK,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55496,2064003,20640,NULL,503,506,506,5662,55496,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,SIS,JPN,8000,,
55497,2064004,20640,NULL,503,506,506,5662,55497,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,SIS,JPN,8000,,
55498,2064005,20640,NULL,503,506,506,5662,55498,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,SIS,JPN,8000,,
55499,2065001,20650,NULL,503,506,506,5664,55499,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,SIS,JPN,8000,,
55500,2065001,20650,NULL,504,514,514,5665,55500,CK,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55501,2065002,20650,NULL,504,514,514,5665,55501,CK,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55502,2065003,20650,NULL,503,506,506,5664,55502,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,SIS,JPN,8000,,
55503,2065004,20650,NULL,503,506,506,5664,55503,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,SIS,JPN,8000,,
7399,739901,7399,NULL,755,754,794,794,7399,NA,HKG FP,GCSEA FULL PRICE,RLCCHN,AP FP,APAC FULL PRICE,DC-PP,CN,7105,,
7401,740101,7401,NULL,755,754,780,786,7401,NA,HKG FP,GCSEA FULL PRICE,RLCCHN,AP FP,APAC FULL PRICE,SIS,CN,7105,,
7402,740201,7402,NULL,755,754,162,221,7402,NA,HKG FP,GCSEA FULL PRICE,RLCCHN,AP FP,APAC FULL PRICE,SIS,CN,7105,,
7403,740301,7403,NULL,755,754,163,222,7403,NA,HKG FP,GCSEA FULL PRICE,RLCCHN,AP FP,APAC FULL PRICE,SIS,CN,7105,,
30111,3011101,3125,NULL,301,301,301,3125,30111,SIS,KOR FP,KOREA FULL PRICE,RLCKOR,AP FP,APAC FULL PRICE,SIS,KOR,7107,,
3025,302501,3084,NULL,304,316,317,3084,3025,Outlet,AP PFS,APAC FACTORY OUTLET,PFSKOR,AP PFS,APAC FACTORY OUTLET,DC-FINANCE,KOR,7107,,
3036,303601,3009,NULL,301,304,304,3009,3036,SIS,KOR FP,KOREA FULL PRICE,RLCKOR,AP FP,APAC FULL PRICE,SIS,KOR,7107,,
3039,303901,3009,NULL,301,304,304,3009,3039,SIS,KOR FP,KOREA FULL PRICE,RLCKOR,AP FP,APAC FULL PRICE,SIS,KOR,7107,,
3045,304501,3012,NULL,301,304,304,3012,3045,SIS,KOR FP,KOREA FULL PRICE,RLCKOR,AP FP,APAC FULL PRICE,SIS,KOR,7107,,
3052,305201,3016,NULL,301,301,301,3016,3052,SIS,KOR FP,KOREA FULL PRICE,RLCKOR,AP FP,APAC FULL PRICE,SIS,KOR,7107,,
3054,305401,3016,NULL,301,301,301,3016,3054,SIS,KOR FP,KOREA FULL PRICE,RLCKOR,AP FP,APAC FULL PRICE,SIS,KOR,7107,,
3055,305501,3016,NULL,301,301,301,3016,3055,SIS,KOR FP,KOREA FULL PRICE,RLCKOR,AP FP,APAC FULL PRICE,SIS,KOR,7107,,
3060,306001,3018,NULL,301,304,304,3018,3060,SIS,KOR FP,KOREA FULL PRICE,RLCKOR,AP FP,APAC FULL PRICE,SIS,KOR,7107,,
3064,306401,3019,NULL,301,304,304,3019,3064,SIS,KOR FP,KOREA FULL PRICE,RLCKOR,AP FP,APAC FULL PRICE,SIS,KOR,7107,,
3065,306501,3020,NULL,301,304,304,3020,3065,SIS,KOR FP,KOREA FULL PRICE,RLCKOR,AP FP,APAC FULL PRICE,SIS,KOR,7107,,
3070,307001,3021,NULL,301,307,308,3021,3070,SIS,KOR FP,KOREA FULL PRICE,RLCKOR,AP FP,APAC FULL PRICE,SIS,KOR,7107,,
10146,NA,NA,NULL,767,763,725,703,10146,NA,AP RLW,APAC WHOLESALE,RLWSEA,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,APWH,7077,,
10147,NA,NA,NULL,766,766,721,740,10147,NA,AP RLW,APAC WHOLESALE,RLWCHN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,APWH,7077,,
10148,NA,NA,NULL,766,766,721,740,10148,NA,AP RLW,APAC WHOLESALE,RLWCHN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,APWH,7077,,
10149,NA,NA,NULL,767,763,725,703,10149,NA,AP RLW,APAC WHOLESALE,RLWSEA,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,APWH,7077,,
10150,NA,NA,NULL,768,764,724,709,10150,NA,AP RLW,APAC WHOLESALE,RLWHMT,AP RLW,APAC WHOLESALE,WHSL-INTER (APAC),APWH,7077,,
10152,NA,NA,NULL,767,782,155,736,10152,NA,AP RLW,APAC WHOLESALE,RLWSEA,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,APWH,7077,,
10153,NA,NA,NULL,767,763,725,703,10153,NA,AP RLW,APAC WHOLESALE,RLWSEA,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,APWH,7077,,
7151,715101,7151,NULL,753,770,750,750,7151,NA,HKG FP,GCSEA FULL PRICE,RLSHMT,AP FP,APAC FULL PRICE,POP-UP,HK,7100,,
30043,3004301,3002,NULL,301,304,304,3002,30043,SIS,KOR FP,KOREA FULL PRICE,RLCKOR,AP FP,APAC FULL PRICE,SIS,KOR,7107,,
55156,1001703,10017,NULL,503,502,518,5002,55156,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,SIS,JPN,8000,,
10119,NA,NA,NULL,767,763,725,703,10119,NA,AP RLW,APAC WHOLESALE,RLWSEA,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,APWH,7077,,
7133,713301,7133,NULL,754,774,754,758,7133,NA,HKG FP,GCSEA FULL PRICE,RLSCHN,AP FP,APAC FULL PRICE,FSS,CN,7105,,
50280,3012301,30123,NULL,503,502,518,5013,50280,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,SIS,JPN,8000,,
50359,S057801,S0578,NULL,504,510,510,5901,50359,KA,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
7026,702601,7026,NULL,762,747,747,747,7026,NA,AP PFS,APAC FACTORY OUTLET,PFSSEA,AP PFS,APAC FACTORY OUTLET,FSS,MY,7102,,
52073,3041103,30411,NULL,503,505,505,5081,52073,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,SIS,JPN,8000,,
55632,2022517,20225,NULL,504,513,513,5206,55632,CK,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
30216,3021601,3062,NULL,301,307,308,3062,30216,SIS,KOR FP,KOREA FULL PRICE,RLCKOR,AP FP,APAC FULL PRICE,SIS,KOR,7107,,
55289,S008002,S0080,NULL,504,515,515,5489,55289,KA,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
7456,745601,7456,NULL,755,754,7411,7413,7456,NA,HKG FP,GCSEA FULL PRICE,RLCCHN,AP FP,APAC FULL PRICE,SIS,CN,7105,,
7125,712501,7125,NULL,754,774,754,7460,7125,NA,HKG FP,GCSEA FULL PRICE,RLSCHN,AP FP,APAC FULL PRICE,FSS,CN,7105,,
30419,3041901,3009,NULL,301,304,304,3009,30419,SIS,KOR FP,KOREA FULL PRICE,RLCKOR,AP FP,APAC FULL PRICE,SIS,KOR,7107,,
55707,S034108,S0341,NULL,504,516,516,5644,55707,KA,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
HA10 (200),NA,NA,200,720,720,720,798,99877,NA,HKG FP,GCSEA FULL PRICE,RLHKDC,AP FP,APAC FULL PRICE,DC-WH,APAC,7088,,
55640,6071008,60710,NULL,504,516,516,5252,55640,CK,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
7409,740901,7409,NULL,755,754,706,229,7409,NA,HKG FP,GCSEA FULL PRICE,RLCCHN,AP FP,APAC FULL PRICE,SIS,CN,7105,,
55725,2030409,20304,NULL,503,506,506,5105,55725,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,SIS,JPN,8000,,
56050,S048101,S0481,NULL,505,520,521,5798,56050,RT,JPN FP,JAPAN FULL PRICE,RLSJPN,AP FP,APAC FULL PRICE,FSS,JPN,8000,,
58856,2022608,20226,NULL,503,505,505,5074,58856,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,OFF-SITE,JPN,8000,,
55875,S049501,S0495,NULL,504,513,513,5813,55875,KA,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
56108,S012402,S0124,NULL,506,525,526,5370,56108,RT,AP PFS,APAC FACTORY OUTLET,PFSJPN,AP PFS,APAC FACTORY OUTLET,FSS,JPN,8000,,
58961,2022514,20225,NULL,503,505,505,5073,58961,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,OUTPOST,JPN,8000,,
79999,7999901,NA,NULL,753,770,7404,7411,79999,NA,HKG FP,GCSEA FULL PRICE,RLSHMT,AP FP,APAC FULL PRICE,FSS,HK,7100,,
72016,7201601,72016,NULL,781,711,713,7015,72016,CO,HKG FP,GCSEA FULL PRICE,RLCANZ,AP FP,APAC FULL PRICE,SIS,AU,7111,,
74053,7405301,74003,NULL,783,719,177,7029,74053,WS,AP RLW,APAC WHOLESALE,RLWANZ,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,AU,7111,,
56043,S042901,S0429,NULL,505,520,521,5743,56043,RT,JPN FP,JAPAN FULL PRICE,RLSJPN,AP FP,APAC FULL PRICE,FSS,JPN,8000,,
